,ISO_A3
17022,UKR
17023,RUS
17024,RUS
17025,RUS
17026,RUS
17027,GBR
17028,DNK
17029,USA
17030,USA
17031,USA
17032,DNK
17033,DNK
17034,DNK
17035,DNK
17036,NOR
17037,AUS
17038,USA
17039,USA
17040,USA
17041,USA
17042,GBR
17043,RUS
17044,BGR
17045,BGR
17046,USA
17047,RUS
17048,USA
17049,DEU
17050,KEN
17051,FIN
17052,FIN
17053,FIN
17054,FIN
17055,FIN
17056,FIN
17057,FIN
17058,FIN
17059,FIN
17060,FIN
17061,FIN
17062,FIN
17063,FIN
17064,BRN
17065,BGR
17066,BGR
17067,BGR
17068,JPN
17069,RUS
17070,HUN
17071,TUR
17072,DEU
17073,DEU
17074,DEU
17075,RUS
17076,RUS
17077,RUS
17078,RUS
17079,RUS
17080,RUS
17081,RUS
17082,RUS
17083,CAN
17084,HUN
17085,HUN
17086,HUN
17087,HUN
17088,HUN
17089,HUN
17090,HUN
17091,HUN
17092,HUN
17093,HUN
17094,HUN
17095,HUN
17096,DEU
17097,BRA
17098,BRA
17099,JPN
17100,JPN
17101,JPN
17102,JPN
17103,JPN
17104,JPN
17105,JPN
17106,JPN
17107,JPN
17108,JPN
17109,JPN
17110,CAN
17111,GBR
17112,GBR
17113,ZAF
17114,ZAF
17115,USA
17116,DEU
17117,KEN
17118,KEN
17119,AUT
17120,FIN
17121,FIN
17122,FIN
17123,FIN
17124,FIN
17125,USA
17126,USA
17127,FIN
17128,FIN
17129,FIN
17130,FIN
17131,FIN
17132,KEN
17133,JPN
17134,JPN
17135,RUS
17136,RUS
17137,RUS
17138,RUS
17139,NOR
17140,DNK
17141,DNK
17142,FIN
17143,SWE
17144,NOR
17145,SWE
17146,DNK
17147,NOR
17148,NOR
17149,NOR
17150,NOR
17151,NOR
17152,DNK
17153,DNK
17154,DNK
17155,NOR
17156,DEU
17157,NLD
17158,DEU
17159,ESP
17160,AUT
17161,CZE
17162,CZE
17163,DEU
17164,AUT
17165,CZE
17166,SWE
17167,CZE
17168,USA
17169,CAN
17170,CAN
17171,CAN
17172,CAN
17173,CAN
17174,CAN
17175,POL
17176,DEU
17177,DEU
17178,FRA
17179,NLD
17180,DEU
17181,DEU
17182,DEU
17183,DEU
17184,HUN
17185,NLD
17186,DEU
17187,DEU
17188,CAN
17189,DEU
17190,DEU
17191,DEU
17192,DEU
17193,DEU
17194,DEU
17195,FRA
17196,DEU
17197,DEU
17198,RUS
17199,NLD
17200,NLD
17201,NLD
17202,DEU
17203,NLD
17204,USA
17205,USA
17206,NLD
17207,NLD
17208,NLD
17209,DEU
17210,DEU
17211,DEU
17212,DNK
17213,DNK
17214,NOR
17215,NOR
17216,SVN
17217,RUS
17218,LVA
17219,LVA
17220,NOR
17221,DEU
17222,DNK
17223,POL
17224,RUS
17225,AUS
17226,DEU
17227,RUS
17228,RUS
17229,RUS
17230,RUS
17231,RUS
17232,RUS
17233,DEU
17234,DEU
17235,AUS
17236,AUS
17237,AUS
17238,AUS
17239,AUS
17240,AUS
17241,RUS
17242,RUS
17243,CZE
17244,RUS
17245,RUS
17246,RUS
17247,RUS
17248,RUS
17249,DEU
17250,DEU
17251,DEU
17252,DEU
17253,DEU
17254,DEU
17255,DEU
17256,DEU
17257,DEU
17258,DEU
17259,DEU
17260,RUS
17261,RUS
17262,RUS
17263,RUS
17264,RUS
17265,RUS
17266,RUS
17267,CAN
17268,HUN
17269,DEU
17270,DEU
17271,DEU
17272,SWE
17273,DEU
17274,SWE
17275,UKR
17276,HRV
17277,UKR
17278,UKR
17279,UKR
17280,UKR
17281,UKR
17282,RUS
17283,DEU
17284,AUT
17285,AUT
17286,NLD
17287,RUS
17288,USA
17289,DEU
17290,BEL
17291,DEU
17292,DEU
17293,DEU
17294,DEU
17295,SWE
17296,DEU
17297,USA
17298,DEU
17299,DEU
17300,DEU
17301,POL
17302,POL
17303,EST
17304,NLD
17305,RUS
17306,RUS
17307,NOR
17308,POL
17309,POL
17310,POL
17311,CZE
17312,POL
17313,POL
17314,DEU
17315,DEU
17316,SWE
17317,SWE
17318,SWE
17319,SWE
17320,USA
17321,USA
17322,AUT
17323,DEU
17324,DEU
17325,DEU
17326,DEU
17327,SVK
17328,DEU
17329,CZE
17330,USA
17331,CHE
17332,NLD
17333,CZE
17334,DEU
17335,DEU
17336,MNE
17337,USA
17338,GBR
17339,USA
17340,USA
17341,USA
17342,USA
17343,GBR
17344,NZL
17345,NLD
17346,NLD
17347,SWE
17348,DEU
17349,DEU
17350,USA
17351,AUS
17352,AUS
17353,AUS
17354,AUS
17355,AUS
17356,GBR
17357,AUS
17358,CAN
17359,DEU
17360,NOR
17361,DNK
17362,DNK
17363,NOR
17364,NOR
17365,NOR
17366,CHE
17367,NOR
17368,NOR
17369,BEL
17370,RUS
17371,HKG
17372,NZL
17373,JPN
17374,HUN
17375,HUN
17376,HUN
17377,HUN
17378,HUN
17379,HUN
17380,JPN
17381,JPN
17382,JPN
17383,JPN
17384,CHE
17385,DEU
17386,DEU
17387,DEU
17388,DEU
17389,DEU
17390,DEU
17391,HRV
17392,JPN
17393,CZE
17394,POL
17395,DEU
17396,POL
17397,POL
17398,POL
17399,POL
17400,DEU
17401,DEU
17402,USA
17403,USA
17404,USA
17405,DEU
17406,DEU
17407,DEU
17408,DEU
17409,AUT
17410,DEU
17411,RUS
17412,RUS
17413,RUS
17414,CZE
17415,CZE
17416,USA
17417,USA
17418,AUT
17419,SWE
17420,CZE
17421,POL
17422,HUN
17423,HUN
17424,HUN
17425,HUN
17426,HUN
17427,HUN
17428,HUN
17429,JPN
17430,KEN
17431,KEN
17432,DNK
17433,NLD
17434,AUT
17435,AUT
17436,AUT
17437,JPN
17438,JPN
17439,KEN
17440,KEN
17441,RUS
17442,DEU
17443,JPN
17444,SWE
17445,DEU
17446,USA
17447,DEU
17448,DEU
17449,DEU
17450,DEU
17451,DEU
17452,DEU
17453,DEU
17454,USA
17455,DEU
17456,JPN
17457,JPN
17458,FIN
17459,FIN
17460,FIN
17461,FIN
17462,FIN
17463,FIN
17464,FIN
17465,FIN
17466,FIN
17467,JPN
17468,USA
17469,USA
17470,JPN
17471,JPN
17472,NLD
17473,NLD
17474,NLD
17475,NLD
17476,CAN
17477,ZAF
17478,GRC
17479,HUN
17480,HUN
17481,HUN
17482,BRA
17483,BRA
17484,FIN
17485,FIN
17486,RUS
17487,DEU
17488,RUS
17489,RUS
17490,JPN
17491,HRV
17492,USA
17493,USA
17494,USA
17495,ZAF
17496,DEU
17497,DEU
17498,DEU
17499,USA
17500,POL
17501,RUS
17502,RUS
17503,RUS
17504,RUS
17505,RUS
17506,RUS
17507,RUS
17508,RUS
17509,RUS
17510,RUS
17511,RUS
17512,HUN
17513,HUN
17514,FIN
17515,FIN
17516,FIN
17517,FIN
17518,FIN
17519,FIN
17520,FIN
17521,RUS
17522,RUS
17523,RUS
17524,RUS
17525,RUS
17526,RUS
17527,GRC
17528,BGR
17529,BGR
17530,BGR
17531,BGR
17532,BGR
17533,ISR
17534,FIN
17535,FIN
17536,FIN
17537,FJI
17538,USA
17539,RUS
17540,DNK
17541,DNK
17542,RUS
17543,RUS
17544,RUS
17545,RUS
17546,RUS
17547,RUS
17548,RUS
17549,RUS
17550,RUS
17551,RUS
17552,RUS
17553,HUN
17554,HUN
17555,HUN
17556,HUN
17557,RUS
17558,RUS
17559,RUS
17560,RUS
17561,RUS
17562,RUS
17563,RUS
17564,IND
17565,POL
17566,HUN
17567,RUS
17568,FIN
17569,RUS
17570,RUS
17571,UKR
17572,HRV
17573,USA
17574,USA
17575,RUS
17576,RUS
17577,RUS
17578,HUN
17579,RUS
17580,RUS
17581,BGR
17582,JPN
17583,GHA
17584,RUS
17585,POL
17586,USA
17587,RUS
17588,JPN
17589,JPN
17590,RUS
17591,RUS
17592,RUS
17593,RUS
17594,RUS
17595,RUS
17596,CZE
17597,CZE
17598,RUS
17599,CHN
17600,CHN
17601,CHN
17602,KEN
17603,NOR
17604,CZE
17605,CZE
17606,SWE
17607,SWE
17608,DEU
17609,DEU
17610,JPN
17611,JPN
17612,RUS
17613,JPN
17614,USA
17615,USA
17616,USA
17617,USA
17618,JPN
17619,JPN
17620,JPN
17621,JPN
17622,USA
17623,USA
17624,USA
17625,POL
17626,CZE
17627,RUS
17628,RUS
17629,RUS
17630,RUS
17631,NOR
17632,NOR
17633,NOR
17634,NOR
17635,HUN
17636,HUN
17637,HUN
17638,HUN
17639,HUN
17640,HUN
17641,AUS
17642,AUS
17643,AUS
17644,AUS
17645,AUS
17646,DEU
17647,GRC
17648,GRC
17649,RUS
17650,CYP
17651,FIN
17652,FIN
17653,CAN
17654,RUS
17655,DEU
17656,RUS
17657,NGA
17658,LIE
17659,NLD
17660,NLD
17661,NLD
17662,NLD
17663,CZE
17664,CZE
17665,DEU
17666,HRV
17667,USA
17668,RUS
17669,RUS
17670,RUS
17671,RUS
17672,DEU
17673,DEU
17674,DEU
17675,DEU
17676,DEU
17677,CZE
17678,USA
17679,RUS
17680,CAN
17681,GRC
17682,GRC
17683,CZE
17684,RUS
17685,CZE
17686,RUS
17687,RUS
17688,RUS
17689,RUS
17690,RUS
17691,RUS
17692,POL
17693,GRC
17694,SVN
17695,RUS
17696,NLD
17697,DEU
17698,USA
17699,FIN
17700,FIN
17701,FIN
17702,RUS
17703,DEU
17704,DEU
17705,KEN
17706,FIN
17707,RUS
17708,RUS
17709,RUS
17710,CZE
17711,USA
17712,CAN
17713,CAN
17714,DEU
17715,DEU
17716,SWE
17717,RUS
17718,DEU
17719,RUS
17720,RUS
17721,RUS
17722,RUS
17723,RUS
17724,DEU
17725,DEU
17726,DEU
17727,RUS
17728,RUS
17729,RUS
17730,UKR
17731,RUS
17732,UKR
17733,RUS
17734,POL
17735,RUS
17736,RUS
17737,RUS
17738,RUS
17739,RUS
17740,RUS
17741,HUN
17742,HUN
17743,HUN
17744,HUN
17745,HUN
17746,HUN
17747,HUN
17748,HUN
17749,RUS
17750,RUS
17751,RUS
17752,FIN
17753,RUS
17754,RUS
17755,NOR
17756,RUS
17757,RUS
17758,FIN
17759,DEU
17760,CZE
17761,DEU
17762,RUS
17763,RUS
17764,RUS
17765,POL
17766,POL
17767,POL
17768,POL
17769,RUS
17770,RUS
17771,RUS
17772,DEU
17773,DEU
17774,POL
17775,JPN
17776,POL
17777,POL
17778,JPN
17779,RUS
17780,KEN
17781,RUS
17782,RUS
17783,RUS
17784,JPN
17785,RUS
17786,UKR
17787,RUS
17788,RUS
17789,RUS
17790,RUS
17791,RUS
17792,SVN
17793,SVN
17794,SVN
17795,FIN
17796,FIN
17797,FIN
17798,FIN
17799,FIN
17800,FIN
17801,FIN
17802,USA
17803,USA
17804,NOR
17805,NOR
17806,NOR
17807,NOR
17808,NOR
17809,CZE
17810,BGR
17811,BGR
17812,BGR
17813,RUS
17814,RUS
17815,RUS
17816,DEU
17817,DEU
17818,DEU
17819,DEU
17820,USA
17821,CZE
17822,HRV
17823,HRV
17824,HRV
17825,HRV
17826,HRV
17827,HRV
17828,HRV
17829,HRV
17830,HRV
17831,HRV
17832,NLD
17833,DEU
17834,UKR
17835,UKR
17836,UKR
17837,POL
17838,ITA
17839,ITA
17840,ITA
17841,ITA
17842,RUS
17843,RUS
17844,RUS
17845,RUS
17846,BGR
17847,DEU
17848,DEU
17849,RUS
17850,RUS
17851,HUN
17852,HUN
17853,POL
17854,JPN
17855,CZE
17856,JPN
17857,JPN
17858,UKR
17859,RUS
17860,RUS
17861,RUS
17862,DEU
17863,DEU
17864,DEU
17865,DEU
17866,DEU
17867,RUS
17868,RUS
17869,RUS
17870,RUS
17871,POL
17872,POL
17873,USA
17874,USA
17875,CHE
17876,DEU
17877,DEU
17878,CZE
17879,CZE
17880,CZE
17881,CZE
17882,FRA
17883,BGR
17884,HUN
17885,HUN
17886,HUN
17887,HUN
17888,HUN
17889,HUN
17890,HUN
17891,HUN
17892,HUN
17893,HUN
17894,HUN
17895,HUN
17896,HUN
17897,USA
17898,HUN
17899,HUN
17900,HUN
17901,HUN
17902,HUN
17903,HUN
17904,HUN
17905,HUN
17906,HUN
17907,HUN
17908,HUN
17909,HUN
17910,HUN
17911,HUN
17912,HUN
17913,HUN
17914,HUN
17915,HUN
17916,HUN
17917,HUN
17918,HUN
17919,HUN
17920,HUN
17921,HUN
17922,RUS
17923,RUS
17924,RUS
17925,RUS
17926,RUS
17927,RUS
17928,RUS
17929,RUS
17930,LVA
17931,RUS
17932,RUS
17933,RUS
17934,RUS
17935,RUS
17936,RUS
17937,FIN
17938,CZE
17939,HUN
17940,HUN
17941,HUN
17942,HUN
17943,HUN
17944,RUS
17945,RUS
17946,RUS
17947,RUS
17948,RUS
17949,FRA
17950,USA
17951,POL
17952,POL
17953,POL
17954,POL
17955,POL
17956,POL
17957,POL
17958,POL
17959,AUS
17960,AUS
17961,AUS
17962,AUS
17963,DEU
17964,DEU
17965,DEU
17966,AUT
17967,JPN
17968,HUN
17969,HUN
17970,HUN
17971,HUN
17972,HUN
17973,HUN
17974,CZE
17975,POL
17976,RUS
17977,GRC
17978,RUS
17979,UKR
17980,RUS
17981,RUS
17982,RUS
17983,RUS
17984,POL
17985,POL
17986,POL
17987,RUS
17988,RUS
17989,RUS
17990,RUS
17991,RUS
17992,USA
17993,USA
17994,HUN
17995,HUN
17996,HUN
17997,HUN
17998,HUN
17999,POL
18000,SVN
18001,SVN
18002,GRC
18003,RUS
18004,RUS
18005,RUS
18006,RUS
18007,RUS
18008,RUS
18009,POL
18010,POL
18011,POL
18012,RUS
18013,NLD
18014,CHE
18015,DNK
18016,DNK
18017,USA
18018,USA
18019,USA
18020,USA
18021,USA
18022,USA
18023,DEU
18024,DEU
18025,CZE
18026,DEU
18027,NOR
18028,NOR
18029,DEU
18030,DEU
18031,DEU
18032,DEU
18033,CZE
18034,CZE
18035,CZE
18036,RUS
18037,CHE
18038,DEU
18039,NLD
18040,NLD
18041,NLD
18042,NLD
18043,NLD
18044,NLD
18045,NLD
18046,SVN
18047,HRV
18048,LTU
18049,RUS
18050,RUS
18051,RUS
18052,POL
18053,RUS
18054,DEU
18055,RUS
18056,RUS
18057,RUS
18058,BGR
18059,CZE
18060,DEU
18061,SWE
18062,CAN
18063,CAN
18064,DEU
18065,DEU
18066,DEU
18067,DEU
18068,DEU
18069,DEU
18070,DEU
18071,DEU
18072,DEU
18073,USA
18074,USA
18075,DEU
18076,DEU
18077,DEU
18078,DEU
18079,DEU
18080,DEU
18081,DEU
18082,DEU
18083,DEU
18084,DEU
18085,DEU
18086,DEU
18087,DEU
18088,DEU
18089,USA
18090,GRC
18091,UKR
18092,BLR
18093,RUS
18094,RUS
18095,RUS
18096,RUS
18097,RUS
18098,RUS
18099,RUS
18100,RUS
18101,RUS
18102,RUS
18103,UKR
18104,RUS
18105,RUS
18106,RUS
18107,BGR
18108,RUS
18109,USA
18110,USA
18111,USA
18112,USA
18113,DNK
18114,DEU
18115,DEU
18116,CAN
18117,RUS
18118,RUS
18119,AUT
18120,CAN
18121,AUT
18122,AUT
18123,DEU
18124,DNK
18125,AUT
18126,NLD
18127,HRV
18128,USA
18129,DEU
18130,DEU
18131,DEU
18132,AUT
18133,CZE
18134,USA
18135,USA
18136,DEU
18137,DEU
18138,DEU
18139,DEU
18140,DEU
18141,DEU
18142,DEU
18143,RUS
18144,RUS
18145,CZE
18146,DEU
18147,DEU
18148,ZAF
18149,RUS
18150,NOR
18151,RUS
18152,RUS
18153,RUS
18154,RUS
18155,RUS
18156,RUS
18157,DNK
18158,NOR
18159,NOR
18160,NOR
18161,NOR
18162,NOR
18163,USA
18164,RUS
18165,RUS
18166,RUS
18167,RUS
18168,RUS
18169,RUS
18170,RUS
18171,RUS
18172,USA
18173,HUN
18174,CZE
18175,USA
18176,SVK
18177,SRB
18178,NOR
18179,NOR
18180,NOR
18181,NOR
18182,FIN
18183,DEU
18184,RUS
18185,POL
18186,DEU
18187,DEU
18188,NLD
18189,NLD
18190,NLD
18191,NLD
18192,AUT
18193,AUT
18194,DEU
18195,SWE
18196,AUT
18197,SWE
18198,SWE
18199,SWE
18200,FIN
18201,NLD
18202,DEU
18203,RUS
18204,RUS
18205,RUS
18206,RUS
18207,DEU
18208,CZE
18209,THA
18210,DEU
18211,DEU
18212,DEU
18213,ZAF
18214,DEU
18215,DEU
18216,DEU
18217,DEU
18218,DEU
18219,SWE
18220,DEU
18221,RUS
18222,RUS
18223,RUS
18224,RUS
18225,RUS
18226,NLD
18227,NLD
18228,NLD
18229,DEU
18230,RUS
18231,RUS
18232,RUS
18233,USA
18234,LTU
18235,POL
18236,POL
18237,DEU
18238,DEU
18239,USA
18240,USA
18241,RUS
18242,RUS
18243,RUS
18244,RUS
18245,HUN
18246,RUS
18247,CAN
18248,UKR
18249,RUS
18250,RUS
18251,RUS
18252,RUS
18253,RUS
18254,RUS
18255,RUS
18256,RUS
18257,RUS
18258,RUS
18259,RUS
18260,RUS
18261,RUS
18262,RUS
18263,RUS
18264,RUS
18265,RUS
18266,POL
18267,POL
18268,POL
18269,POL
18270,HRV
18271,POL
18272,POL
18273,GEO
18274,GEO
18275,KOR
18276,KOR
18277,TWN
18278,HUN
18279,CZE
18280,DEU
18281,CZE
18282,POL
18283,CZE
18284,CZE
18285,CZE
18286,DEU
18287,JPN
18288,JPN
18289,JPN
18290,CZE
18291,USA
18292,POL
18293,POL
18294,CHE
18295,CHE
18296,CHE
18297,BGR
18298,RUS
18299,RUS
18300,RUS
18301,RUS
18302,RUS
18303,RUS
18304,POL
18305,USA
18306,USA
18307,RUS
18308,RUS
18309,RUS
18310,DEU
18311,JPN
18312,RUS
18313,CZE
18314,CZE
18315,RUS
18316,RUS
18317,RUS
18318,RUS
18319,CAN
18320,USA
18321,DEU
18322,DEU
18323,GHA
18324,DEU
18325,DEU
18326,DEU
18327,DEU
18328,USA
18329,DEU
18330,DEU
18331,DEU
18332,CHE
18333,DEU
18334,DEU
18335,DEU
18336,DEU
18337,CAN
18338,DEU
18339,DEU
18340,DEU
18341,DEU
18342,DEU
18343,DEU
18344,NLD
18345,NLD
18346,NLD
18347,NLD
18348,FIN
18349,FIN
18350,FIN
18351,FIN
18352,FIN
18353,FIN
18354,AUS
18355,RUS
18356,RUS
18357,RUS
18358,HRV
18359,RUS
18360,RUS
18361,RUS
18362,RUS
18363,RUS
18364,RUS
18365,RUS
18366,RUS
18367,RUS
18368,RUS
18369,RUS
18370,RUS
18371,RUS
18372,HUN
18373,HUN
18374,HUN
18375,HUN
18376,HUN
18377,HUN
18378,HUN
18379,HUN
18380,HUN
18381,HUN
18382,HUN
18383,HUN
18384,POL
18385,POL
18386,BLR
18387,RUS
18388,RUS
18389,RUS
18390,RUS
18391,POL
18392,CZE
18393,CZE
18394,HUN
18395,RUS
18396,RUS
18397,RUS
18398,RUS
18399,RUS
18400,RUS
18401,RUS
18402,RUS
18403,RUS
18404,RUS
18405,RUS
18406,UKR
18407,RUS
18408,SWE
18409,JPN
18410,JPN
18411,JPN
18412,GHA
18413,IND
18414,IND
18415,IND
18416,IND
18417,IND
18418,IND
18419,IND
18420,DEU
18421,DEU
18422,SWE
18423,SWE
18424,SWE
18425,DEU
18426,CHE
18427,RUS
18428,HUN
18429,RUS
18430,FJI
18431,IDN
18432,HUN
18433,DEU
18434,CAN
18435,DEU
18436,AUT
18437,DEU
18438,DEU
18439,DEU
18440,DEU
18441,BRA
18442,DEU
18443,DEU
18444,DEU
18445,DEU
18446,DEU
18447,DEU
18448,DEU
18449,CZE
18450,TWN
18451,TWN
18452,TWN
18453,USA
18454,DEU
18455,USA
18456,USA
18457,DEU
18458,DEU
18459,DEU
18460,DEU
18461,RUS
18462,RUS
18463,JPN
18464,RUS
18465,DEU
18466,DEU
18467,RUS
18468,RUS
18469,RUS
18470,RUS
18471,CZE
18472,RUS
18473,CZE
18474,CZE
18475,CZE
18476,DNK
18477,USA
18478,USA
18479,RUS
18480,RUS
18481,CHE
18482,CHE
18483,JPN
18484,JPN
18485,JPN
18486,JPN
18487,POL
18488,DEU
18489,FIN
18490,DEU
18491,USA
18492,USA
18493,DEU
18494,RUS
18495,LTU
18496,LTU
18497,NOR
18498,NOR
18499,USA
18500,DEU
18501,RUS
18502,RUS
18503,RUS
18504,DEU
18505,JPN
18506,DEU
18507,DEU
18508,DEU
18509,BLR
18510,RUS
18511,RUS
18512,RUS
18513,DEU
18514,DEU
18515,DEU
18516,DEU
18517,DEU
18518,USA
18519,EST
18520,POL
18521,POL
18522,POL
18523,POL
18524,POL
18525,HUN
18526,RUS
18527,RUS
18528,DEU
18529,DEU
18530,AUT
18531,RUS
18532,RUS
18533,AUT
18534,AUT
18535,AUT
18536,RUS
18537,RUS
18538,FIN
18539,JPN
18540,JPN
18541,RUS
18542,RUS
18543,RUS
18544,RUS
18545,RUS
18546,RUS
18547,RUS
18548,RUS
18549,RUS
18550,RUS
18551,RUS
18552,SVK
18553,SVK
18554,SVK
18555,RUS
18556,LVA
18557,RUS
18558,RUS
18559,RUS
18560,RUS
18561,RUS
18562,RUS
18563,RUS
18564,RUS
18565,RUS
18566,RUS
18567,RUS
18568,RUS
18569,RUS
18570,RUS
18571,RUS
18572,RUS
18573,RUS
18574,RUS
18575,RUS
18576,RUS
18577,RUS
18578,RUS
18579,RUS
18580,RUS
18581,GEO
18582,NOR
18583,NOR
18584,NOR
18585,NOR
18586,UKR
18587,RUS
18588,RUS
18589,CZE
18590,RUS
18591,KOR
18592,USA
18593,USA
18594,POL
18595,POL
18596,POL
18597,CHE
18598,PRK
18599,PRK
18600,PRK
18601,CZE
18602,CAN
18603,FIN
18604,USA
18605,GBR
18606,GRC
18607,FIN
18608,GRC
18609,RUS
18610,CZE
18611,RUS
18612,FIN
18613,CUB
18614,AUS
18615,GBR
18616,CUB
18617,ITA
18618,FIN
18619,FIN
18620,FIN
18621,FIN
18622,BEL
18623,FIN
18624,USA
18625,USA
18626,FRA
18627,FRA
18628,FRA
18629,FRA
18630,CAN
18631,PAN
18632,PAN
18633,BEL
18634,FRA
18635,CAN
18636,CAN
18637,CAN
18638,USA
18639,FRA
18640,CUB
18641,CUB
18642,USA
18643,CHE
18644,CHE
18645,DNK
18646,DNK
18647,CZE
18648,USA
18649,USA
18650,CAN
18651,HRV
18652,HRV
18653,FRA
18654,FRA
18655,FRA
18656,USA
18657,FRA
18658,ESP
18659,CZE
18660,CZE
18661,NLD
18662,FRA
18663,GBR
18664,GBR
18665,FRA
18666,USA
18667,DEU
18668,CUB
18669,GRC
18670,SWE
18671,CZE
18672,BEL
18673,USA
18674,KEN
18675,KEN
18676,NLD
18677,SWE
18678,SWE
18679,SWE
18680,RUS
18681,FRA
18682,USA
18683,FRA
18684,RUS
18685,RUS
18686,RUS
18687,RUS
18688,RUS
18689,RUS
18690,FIN
18691,MAR
18692,CZE
18693,FIN
18694,FIN
18695,FIN
18696,FIN
18697,RUS
18698,CHN
18699,CHN
18700,FRA
18701,CAN
18702,FIN
18703,FIN
18704,GBR
18705,JAM
18706,USA
18707,FIN
18708,FIN
18709,FIN
18710,FIN
18711,FIN
18712,FIN
18713,FIN
18714,FIN
18715,FIN
18716,USA
18717,USA
18718,IND
18719,IND
18720,IND
18721,IND
18722,IND
18723,CZE
18724,KAZ
18725,ESP
18726,CAN
18727,CAN
18728,CAN
18729,CAN
18730,USA
18731,USA
18732,USA
18733,USA
18734,FRA
18735,FRA
18736,FRA
18737,CAN
18738,CAN
18739,CAN
18740,AUS
18741,GBR
18742,CHE
18743,USA
18744,ITA
18745,SWE
18746,DNK
18747,CUB
18748,DEU
18749,DEU
18750,NLD
18751,FIN
18752,CHE
18753,RUS
18754,FRA
18755,FRA
18756,FRA
18757,FRA
18758,FRA
18759,USA
18760,USA
18761,USA
18762,USA
18763,CHE
18764,DEU
18765,DEU
18766,DEU
18767,RUS
18768,GHA
18769,AUS
18770,USA
18771,FRA
18772,AUS
18773,GBR
18774,SWE
18775,SWE
18776,SWE
18777,SWE
18778,SWE
18779,SWE
18780,SWE
18781,AUS
18782,DEU
18783,AUS
18784,GBR
18785,AUT
18786,AUT
18787,AUT
18788,AUT
18789,SWE
18790,NLD
18791,DEU
18792,DNK
18793,ARG
18794,USA
18795,FRA
18796,FRA
18797,BEL
18798,CAN
18799,SWE
18800,DEU
18801,FIN
18802,DEU
18803,DEU
18804,DEU
18805,DEU
18806,DEU
18807,DEU
18808,DEU
18809,AUS
18810,USA
18811,USA
18812,USA
18813,USA
18814,USA
18815,USA
18816,CAN
18817,USA
18818,AUS
18819,AUS
18820,GBR
18821,CAN
18822,USA
18823,CAN
18824,GBR
18825,ITA
18826,USA
18827,POL
18828,DEU
18829,DNK
18830,CHN
18831,CZE
18832,CZE
18833,CZE
18834,KEN
18835,DEU
18836,DEU
18837,DEU
18838,DEU
18839,DEU
18840,DEU
18841,POL
18842,DEU
18843,DEU
18844,ARG
18845,ARG
18846,ARG
18847,DEU
18848,DEU
18849,DEU
18850,DNK
18851,DEU
18852,DEU
18853,DEU
18854,DEU
18855,DEU
18856,USA
18857,POL
18858,USA
18859,CAN
18860,NLD
18861,USA
18862,NOR
18863,NOR
18864,CAN
18865,GBR
18866,GBR
18867,GBR
18868,GBR
18869,USA
18870,USA
18871,DEU
18872,LTU
18873,FIN
18874,GBR
18875,USA
18876,SWE
18877,BEL
18878,BEL
18879,NLD
18880,HUN
18881,RUS
18882,DEU
18883,ITA
18884,ITA
18885,CHN
18886,CHN
18887,FRA
18888,GBR
18889,FRA
18890,FRA
18891,FRA
18892,CUB
18893,CAN
18894,RUS
18895,RUS
18896,RUS
18897,FRA
18898,USA
18899,FRA
18900,USA
18901,FIN
18902,FIN
18903,FIN
18904,FIN
18905,USA
18906,RUS
18907,RUS
18908,RUS
18909,GRC
18910,CUB
18911,CUB
18912,CHE
18913,USA
18914,FRA
18915,CAN
18916,SWE
18917,RUS
18918,RUS
18919,RUS
18920,RUS
18921,KAZ
18922,BRA
18923,AUS
18924,AUS
18925,GBR
18926,GBR
18927,BEL
18928,CAN
18929,CAN
18930,FRA
18931,USA
18932,USA
18933,FRA
18934,ARG
18935,USA
18936,DNK
18937,NOR
18938,DNK
18939,CAN
18940,NOR
18941,NOR
18942,NOR
18943,NOR
18944,NOR
18945,DNK
18946,NOR
18947,DNK
18948,NOR
18949,NOR
18950,DNK
18951,DNK
18952,DNK
18953,DNK
18954,DNK
18955,DNK
18956,DNK
18957,DNK
18958,DNK
18959,DNK
18960,DNK
18961,DNK
18962,DNK
18963,DNK
18964,NOR
18965,NOR
18966,NOR
18967,NOR
18968,NOR
18969,NOR
18970,NOR
18971,NOR
18972,NOR
18973,NOR
18974,NOR
18975,USA
18976,USA
18977,USA
18978,USA
18979,USA
18980,USA
18981,USA
18982,SWE
18983,SWE
18984,SWE
18985,SWE
18986,SWE
18987,SWE
18988,SWE
18989,SWE
18990,SWE
18991,SWE
18992,SWE
18993,SWE
18994,SWE
18995,SWE
18996,SWE
18997,SWE
18998,SWE
18999,SWE
19000,SWE
19001,SWE
19002,SWE
19003,SWE
19004,SWE
19005,SWE
19006,FIN
19007,BLR
19008,ESP
19009,FIN
19010,RUS
19011,RUS
19012,IRN
19013,GEO
19014,RUS
19015,RUS
19016,AUS
19017,RUS
19018,ITA
19019,POL
19020,RUS
19021,SWE
19022,FRA
19023,AUS
19024,FIN
19025,NLD
19026,ESP
19027,CUB
19028,FRA
19029,FRA
19030,FRA
19031,FRA
19032,DEU
19033,ITA
19034,POL
19035,POL
19036,FRA
19037,FRA
19038,FRA
19039,DEU
19040,NZL
19041,NZL
19042,ITA
19043,NLD
19044,RUS
19045,RUS
19046,RUS
19047,RUS
19048,RUS
19049,RUS
19050,RUS
19051,RUS
19052,RUS
19053,RUS
19054,RUS
